path,filename,model,mode,trace_model,line_id,section,replaced,replacement_reason,raw_question,normalized_question
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125945821479Z_3-shot-trace-with-model-rulebase_43ecffdd.json,2026-04-30T125945821479Z_3-shot-trace-with-model-rulebase_43ecffdd.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125945821479Z_3-shot-trace-with-model-rulebase_43ecffdd.json,2026-04-30T125945821479Z_3-shot-trace-with-model-rulebase_43ecffdd.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125947482750Z_zero-shot-trace_a88feb6a.json,2026-04-30T125947482750Z_zero-shot-trace_a88feb6a.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125947482750Z_zero-shot-trace_a88feb6a.json,2026-04-30T125947482750Z_zero-shot-trace_a88feb6a.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125947482750Z_zero-shot-trace_a88feb6a.json,2026-04-30T125947482750Z_zero-shot-trace_a88feb6a.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_3,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125949521986Z_3-shot-trace_6974daca.json,2026-04-30T125949521986Z_3-shot-trace_6974daca.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125949521986Z_3-shot-trace_6974daca.json,2026-04-30T125949521986Z_3-shot-trace_6974daca.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125949521986Z_3-shot-trace_6974daca.json,2026-04-30T125949521986Z_3-shot-trace_6974daca.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_3,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125951276325Z_3-shot-trace-with-model-rulebase_f44b28f8.json,2026-04-30T125951276325Z_3-shot-trace-with-model-rulebase_f44b28f8.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125951276325Z_3-shot-trace-with-model-rulebase_f44b28f8.json,2026-04-30T125951276325Z_3-shot-trace-with-model-rulebase_f44b28f8.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125951276325Z_3-shot-trace-with-model-rulebase_f44b28f8.json,2026-04-30T125951276325Z_3-shot-trace-with-model-rulebase_f44b28f8.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_3,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125953437243Z_zero-shot-trace_4a87f67b.json,2026-04-30T125953437243Z_zero-shot-trace_4a87f67b.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125953437243Z_zero-shot-trace_4a87f67b.json,2026-04-30T125953437243Z_zero-shot-trace_4a87f67b.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125955295434Z_3-shot-trace_587b019e.json,2026-04-30T125955295434Z_3-shot-trace_587b019e.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125955295434Z_3-shot-trace_587b019e.json,2026-04-30T125955295434Z_3-shot-trace_587b019e.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125956954489Z_3-shot-trace-with-model-rulebase_7efcdaf9.json,2026-04-30T125956954489Z_3-shot-trace-with-model-rulebase_7efcdaf9.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125956954489Z_3-shot-trace-with-model-rulebase_7efcdaf9.json,2026-04-30T125956954489Z_3-shot-trace-with-model-rulebase_7efcdaf9.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125959001862Z_zero-shot-trace_d83b7826.json,2026-04-30T125959001862Z_zero-shot-trace_d83b7826.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T125959001862Z_zero-shot-trace_d83b7826.json,2026-04-30T125959001862Z_zero-shot-trace_d83b7826.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130001064320Z_3-shot-trace_22ec782e.json,2026-04-30T130001064320Z_3-shot-trace_22ec782e.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130001064320Z_3-shot-trace_22ec782e.json,2026-04-30T130001064320Z_3-shot-trace_22ec782e.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130002826871Z_3-shot-trace-with-model-rulebase_e461529c.json,2026-04-30T130002826871Z_3-shot-trace-with-model-rulebase_e461529c.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130002826871Z_3-shot-trace-with-model-rulebase_e461529c.json,2026-04-30T130002826871Z_3-shot-trace-with-model-rulebase_e461529c.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130005083130Z_zero-shot-trace_a842bbbf.json,2026-04-30T130005083130Z_zero-shot-trace_a842bbbf.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130005083130Z_zero-shot-trace_a842bbbf.json,2026-04-30T130005083130Z_zero-shot-trace_a842bbbf.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130007057803Z_3-shot-trace_ee60416f.json,2026-04-30T130007057803Z_3-shot-trace_ee60416f.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130007057803Z_3-shot-trace_ee60416f.json,2026-04-30T130007057803Z_3-shot-trace_ee60416f.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130008706931Z_3-shot-trace-with-model-rulebase_9664bb62.json,2026-04-30T130008706931Z_3-shot-trace-with-model-rulebase_9664bb62.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130008706931Z_3-shot-trace-with-model-rulebase_9664bb62.json,2026-04-30T130008706931Z_3-shot-trace-with-model-rulebase_9664bb62.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is poor?,Does the explanation say service is poor?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130010545936Z_zero-shot-trace_e97d4b2e.json,2026-04-30T130010545936Z_zero-shot-trace_e97d4b2e.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130010545936Z_zero-shot-trace_e97d4b2e.json,2026-04-30T130010545936Z_zero-shot-trace_e97d4b2e.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130012659213Z_3-shot-trace_9eae9feb.json,2026-04-30T130012659213Z_3-shot-trace_9eae9feb.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130012659213Z_3-shot-trace_9eae9feb.json,2026-04-30T130012659213Z_3-shot-trace_9eae9feb.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130014251579Z_3-shot-trace-with-model-rulebase_ec63d256.json,2026-04-30T130014251579Z_3-shot-trace-with-model-rulebase_ec63d256.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130014251579Z_3-shot-trace-with-model-rulebase_ec63d256.json,2026-04-30T130014251579Z_3-shot-trace-with-model-rulebase_ec63d256.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is good?,Does the explanation say service is good?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130016113210Z_zero-shot-trace_e2fe118c.json,2026-04-30T130016113210Z_zero-shot-trace_e2fe118c.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130016113210Z_zero-shot-trace_e2fe118c.json,2026-04-30T130016113210Z_zero-shot-trace_e2fe118c.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130016113210Z_zero-shot-trace_e2fe118c.json,2026-04-30T130016113210Z_zero-shot-trace_e2fe118c.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_3,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130018183011Z_3-shot-trace_fc051e9b.json,2026-04-30T130018183011Z_3-shot-trace_fc051e9b.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130018183011Z_3-shot-trace_fc051e9b.json,2026-04-30T130018183011Z_3-shot-trace_fc051e9b.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130018183011Z_3-shot-trace_fc051e9b.json,2026-04-30T130018183011Z_3-shot-trace_fc051e9b.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_3,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130019997727Z_3-shot-trace-with-model-rulebase_e03069e2.json,2026-04-30T130019997727Z_3-shot-trace-with-model-rulebase_e03069e2.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say food is rancid?,Does the explanation say food is rancid?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130019997727Z_3-shot-trace-with-model-rulebase_e03069e2.json,2026-04-30T130019997727Z_3-shot-trace-with-model-rulebase_e03069e2.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130019997727Z_3-shot-trace-with-model-rulebase_e03069e2.json,2026-04-30T130019997727Z_3-shot-trace-with-model-rulebase_e03069e2.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_3,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130022069677Z_zero-shot-trace_7afa1fce.json,2026-04-30T130022069677Z_zero-shot-trace_7afa1fce.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130022069677Z_zero-shot-trace_7afa1fce.json,2026-04-30T130022069677Z_zero-shot-trace_7afa1fce.json,llama-3.1-8b-instant,zero-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130023792026Z_3-shot-trace_fce755c9.json,2026-04-30T130023792026Z_3-shot-trace_fce755c9.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130023792026Z_3-shot-trace_fce755c9.json,2026-04-30T130023792026Z_3-shot-trace_fce755c9.json,llama-3.1-8b-instant,3-shot+trace,heitor3,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130025489201Z_3-shot-trace-with-model-rulebase_36c0e4d5.json,2026-04-30T130025489201Z_3-shot-trace-with-model-rulebase_36c0e4d5.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_1,EXPLANATION,False,,Does the explanation say service is excellent?,Does the explanation say service is excellent?
/home/baunilha/Repositories/xai-playground/logs/2026-04-30/2026-04-30T130025489201Z_3-shot-trace-with-model-rulebase_36c0e4d5.json,2026-04-30T130025489201Z_3-shot-trace-with-model-rulebase_36c0e4d5.json,llama-3.1-8b-instant,3-shot+(trace with model rulebase),heitor3,explanation_2,EXPLANATION,False,,Does the explanation say food is delicious?,Does the explanation say food is delicious?
